_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,extra_people,guests_included,address_street,country,host_neighbourhood,host_name,host_response_rate,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,availability_30,availability_60,availability_90,availability_365,weekly_price,monthly_price,amenities_count,first_review_date,last_review_date
1215049,Rustic Gaudí - Sagrada Família,Apartment,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,5,2,4,212,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove', 'Patio or balcony', 'Step-free access', 'Step-free access', 'Host greets you']",59,150.0,15,2,"Barcelona, Catalonia, Spain",Spain,La Sagrada Família,Elisabet,100,10,10,10,10,10,9,92,1,1,3,68,510.0,1600.0,37,2014-07-19,2019-03-03
1215226,Luxury Apartment in Instambul,Apartment,Entire home/apt,Real Bed,1,40,moderate,3,1,2,193,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Doorman', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",322,0.0,89,2,"Istanbul, Istanbul, Turkey",Turkey,Taksim,Raven,100,8,9,9,9,9,8,86,12,41,65,338,,,18,2013-06-21,2019-01-29
12156307,HALE KIPA 2 VACATION RENTAL,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,27,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Long term stays allowed', 'Other']",80,,15,2,"Waimea, HI, United States",United States,,Mary Kay,100,10,10,10,10,9,10,95,19,45,75,75,325.0,1250.0,19,2016-04-24,2018-12-28
12157453,Honolulu 1 BR/1Bath Condo - Hilton Hawaiian,Condominium,Entire home/apt,Real Bed,3,7,strict_14_with_grace_period,4,1,2,1,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Game console']",349,0.0,0,1,"Honolulu, HI, United States",United States,,Dimas,50,8,10,10,8,10,8,100,16,40,70,250,,,29,2019-01-26,2019-01-26
12181533,Beautiful Barra da Tijuca beachfront apart-hotel !,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1,4,2,1,"['TV', 'Cable TV', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Laptop friendly workspace']",746,5595.0,560,4,"Barra da Tijuca - Rio de Janeiro, RJ, Brazil",Brazil,Barra da Tijuca,Elnio,100,9,10,9,10,10,9,80,0,0,0,0,,,24,2016-05-31,2016-08-10
12183522,so homey and spacious and comfy room!,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,1,2,33,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Other', 'Paid parking on premises']",589,,55,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,Happy Valley,Marje,100,10,10,10,10,9,10,99,0,0,0,20,,,30,2016-09-18,2019-01-02
121861,"Park Slope Apt:, Spacious 2 bedroom",Apartment,Entire home/apt,Real Bed,2,730,moderate,4,2,2,23,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",165,250.0,0,2,"Brooklyn, NY, United States",United States,Park Slope,Elizabeth,90,10,10,10,10,10,10,99,0,0,0,65,1050.0,,26,2011-05-29,2016-05-02
12189083,UNFURNISHED SPACIOUS ONE BEDROOM (-CHEAP STAY-),Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1,2,4,1,"['Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo']",70,500.0,0,2,"Brooklyn, NY, United States",United States,Midwood,Irwin,100,10,10,10,10,9,10,93,0,0,0,0,,,11,2016-04-21,2017-01-19
12200176,Casa da Porta Amarela,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2,4,44,1,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed']",45,90.0,9,2,"Porto, Porto, Portugal",Portugal,,Sissa,100,10,10,10,10,9,10,98,16,34,50,249,,,29,2016-04-25,2018-10-28
12211157,Westin Kaanapali KORVS 2BR,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,8,2,4,3,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Waterfront', 'Beachfront']",595,500.0,0,1,"Lahaina, HI, United States",United States,Kaanapali,Patty And Beckett,100,10,9,9,10,10,10,100,23,53,83,358,,,66,2017-10-06,2018-03-04
12214471,Heart of Waikiki. Renovated(MS8),Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,0,3,72,1,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware']",135,,0,1,"Honolulu, HI, United States",United States,Waikiki,Lei Hawaii,99,9,9,9,9,10,9,88,13,18,35,301,,,18,2016-06-18,2019-02-23
12216115,Peaceful Apartment near Casa da Música,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,1,15,1,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Step-free access', 'Host greets you', 'Paid parking on premises']",35,0.0,10,2,"Porto, Porto, Portugal",Portugal,,Rita,100,10,10,9,10,9,9,93,0,13,28,196,,,31,2016-06-12,2018-09-22
12220612,Roof Top Terrace,Loft,Entire home/apt,Real Bed,2,1125,moderate,4,2,2,89,0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Hot water', 'Refrigerator', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",221,,0,1,"Cihangir-Beyoglu , İstanbul, Turkey",Turkey,Cihangir,Zenka,100,9,10,9,9,10,9,86,3,21,45,320,,,21,2016-07-30,2019-01-10
12222943,Modern Luxury-Family Friendly Condo,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,6,2,3,15,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'BBQ grill', 'Patio or balcony', 'Beach essentials']",250,400.0,0,1,"Kihei, HI, United States",United States,Kihei/Wailea,Chelsey,100,9,10,10,9,10,9,89,2,10,23,131,,,24,2016-06-17,2018-05-30
12223067,Westin Kaanapali KORVN 2BR,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,8,2,4,9,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Luggage dropoff allowed', 'Long term stays allowed', 'Ground floor access', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Waterfront', 'Beachfront']",595,500.0,0,1,"Lahaina, HI, United States",United States,Kaanapali,Patty And Beckett,100,10,10,10,10,10,10,98,23,53,83,358,,,56,2016-06-12,2018-06-29
12234922,"Room in apartment with beautiful view, in Botafogo",Apartment,Private room,Real Bed,2,1125,moderate,2,2,2,47,2,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Elevator', 'Buzzer/wireless intercom', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Beachfront']",101,900.0,80,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,Botafogo,Ida,100,10,10,10,10,10,10,100,7,10,32,155,,,27,2016-05-30,2019-02-08
1223747,Artist Home by the Sea - a 4 minute walk to Beach!,Condominium,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,2,1,1,49,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water']",125,0.0,0,2,"Kihei, HI, United States",United States,Kihei/Wailea,Marilyn,100,10,9,10,10,10,9,94,0,0,5,59,595.0,1950.0,20,2013-10-31,2018-10-26
12247516,Huge duplex apt. up to 8 in Taksim,Apartment,Entire home/apt,Real Bed,1,1125,moderate,8,3,4,43,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Refrigerator', 'Dishes and silverware', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed']",475,,30,4,"Beyoğlu, İstanbul, Turkey",Turkey,Taksim,Handan,100,10,10,10,10,9,9,97,11,20,39,259,3163.0,9208.0,28,2016-07-20,2019-02-10
12253016,APARTAMENTO PARA AS OLIMPIADAS,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1,1,1,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', '24-hour check-in', 'Hair dryer']",679,,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,Ipanema,Fábio,100,10,10,10,10,10,8,80,0,0,0,0,,,12,2016-08-14,2016-08-14
12253386,Studio on main entertainment street,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0,1,18,1,"['Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_50']",42,,0,1,"Montréal, Québec, Canada",Canada,Quartier des Spectacles,Maria,100,10,9,10,10,10,9,86,0,0,0,0,,,13,2016-05-21,2017-07-02
12256344,Inner City Spacious Loft- City View,House,Private room,Real Bed,3,1125,flexible,2,1,1,73,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Host greets you']",80,0.0,0,1,"Redfern, NSW, Australia",Australia,Redfern,Paul,100,10,10,10,10,10,10,99,1,5,30,290,,,41,2016-05-02,2019-01-16
12259367,STUDIO APARTMENT + WIFI!!!!,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2,0,1,70,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Paid parking off premises', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",125,150.0,0,1,"sydney, NSW, Australia",Australia,,Athena,100,9,9,9,10,10,9,95,4,22,52,53,,,35,2016-04-15,2019-02-13
1227759,Sudio Dolbeau near Mont-Royal,Loft,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3,1,1,4,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo']",81,1200.0,20,2,"Montreal, QC, Canada",Canada,Cote-des-Neiges-Notre-Dame-de-Grace,Céline,100,9,10,10,9,8,9,80,0,0,8,283,500.0,1370.0,17,2013-08-06,2015-06-10
12288463,Beautiful 3BR flat in the Center,Apartment,Entire home/apt,Real Bed,3,90,moderate,7,3,4,22,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Host greets you']",559,0.0,107,6,"Beyoğlu, İstanbul, Turkey",Turkey,Karaköy,Ayşe,100,10,9,10,10,10,9,93,22,51,72,338,,,28,2017-01-02,2019-02-09
12290090,Alugo suíte prx Parque Olimpico e Rio Centro,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,5,1,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Lock on bedroom door', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",399,,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,,Israel,75,10,10,10,10,10,8,100,30,60,90,365,,,17,2016-08-15,2017-09-25
1229106,Unit 310 Hawaiian King condo Waikik,Apartment,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,3,1,1,39,1,"['TV', 'Cable TV', 'Air conditioning', 'Pool', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Iron', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Beach essentials']",97,0.0,25,3,"Honolulu, HI, United States",United States,Waikiki,Paris,100,9,9,9,10,9,9,85,4,14,37,312,770.0,2200.0,25,2013-10-01,2019-01-10
12296622,Hibiscus Hideaway in Kihei,Bungalow,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2,1,1,10,1,"['Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron']",160,0.0,25,2,"Kihei, HI, United States",United States,Kihei/Wailea,Samantha,90,10,10,10,10,10,10,98,6,9,34,296,,,18,2017-01-01,2019-01-14
1229797,Affordable and close to the city!,Apartment,Private room,Real Bed,1,5,strict_14_with_grace_period,2,1,2,21,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Host greets you']",65,,0,2,"Alexandria, NSW, Australia",Australia,Waterloo,Irene & Glenn,100,10,10,9,10,10,10,98,24,54,84,85,420.0,,24,2013-12-26,2019-03-04
1229847,Charming StanleyBeachFlat w/rooftop,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1,2,60,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Hot tub', 'Heating', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Other']",1303,5000.0,0,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,Stanley,Marcos,100,9,9,10,10,10,9,93,0,9,9,262,6000.0,18000.0,12,2015-01-04,2019-01-03
12310597,A1 Tradewinds Ranch House (2 story),Farm stay,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,10,3,6,35,3,"['TV', 'Cable TV', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Step-free access', 'Wide doorway', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Other', 'Handheld shower head', 'Roll-in shower']",350,300.0,50,8,"Hauula, HI, United States",United States,Ko'olauloa,Joyce,100,10,9,10,10,9,10,95,8,14,33,252,,,52,2016-06-18,2019-02-19
12317903,Newly Renovated Studio Midtown East,Apartment,Entire home/apt,Real Bed,4,270,strict_14_with_grace_period,4,0,2,119,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff']",239,0.0,15,2,"New York, NY, United States",United States,Midtown East,Evan & Maria,100,10,10,10,10,10,10,98,3,5,9,218,,,19,2016-04-28,2019-02-17
12354373,"2017 , férias no Rio",House,Private room,Real Bed,1,30,flexible,2,1,1,1,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Family/kid friendly', 'Washer', 'Hangers', 'Iron', 'Laptop friendly workspace']",250,,150,2,"Rio de Janeiro, RJ, Brazil",Brazil,,Maria Alice,100,6,10,8,8,10,10,80,30,60,90,90,,,15,2017-03-09,2017-03-09
12355178,Beautiful views of Sugar Loaf,Apartment,Private room,Pull-out Sofa,1,1125,strict_14_with_grace_period,2,1,1,3,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Breakfast', 'Elevator', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water']",317,,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,Botafogo,Ione,100,10,9,10,9,9,8,100,19,49,79,354,,,15,2016-07-08,2018-01-02
12357386,"Minimalist Rooms in BCN, live it.",Loft,Entire home/apt,Real Bed,35,180,moderate,4,3,4,1,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Children’s books and toys', 'Room-darkening shades', 'Children’s dinnerware', 'Game console', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Host greets you', 'Paid parking on premises', 'Roll-in shower']",115,3500.0,30,1,"Barcelona, Catalunya, Spain",Spain,Vila de Gràcia,Oscar Jose,86,10,6,10,10,10,10,100,0,0,0,0,,,44,2017-08-04,2017-08-04
12370710,Room on the waterfront,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,52,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Breakfast', 'Free street parking', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hair dryer', 'Hot water', 'Bed linens', 'Host greets you', 'Beachfront']",85,,0,1,"Manly, NSW, Australia",Australia,Manly,Maria,100,10,10,10,10,10,10,98,3,3,3,3,,,19,2016-05-15,2018-04-29
12373208,"Beautiful Apt, Tropical Resort, Steps to the Beach",Condominium,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,4,2,2,55,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony']",174,500.0,0,1,"Kihei, HI, United States",United States,Kihei/Wailea,Anke,100,10,10,10,10,9,9,95,4,6,9,176,,,35,2016-05-26,2019-01-30
