_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,first_review,last_review,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,extra_people,guests_included,address_street,country,host_neighbourhood,host_name,host_response_rate,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,availability_30,availability_60,availability_90,availability_365,weekly_price,monthly_price
1656017,Mike's House- Uilani Room,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2013-10-30 04:00:00,2019-02-16 05:00:00,2,1.0,1.0,159,1.5,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Cat(s)', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad']",88.00,125.00,0.00,2,"Paia, HI, United States",United States,Paia,Rina,100.0,10.0,10.0,10.0,10.0,10.0,10.0,96.0,4,8,14,270,,
16560886,"Charming Suite w/Modern Kitchen, WiFi, Flat Screen, Lanai–Kiahuna Plantation #2048",Condominium,Entire home/apt,Real Bed,1,21,super_strict_30,2019-01-22 05:00:00,2019-01-22 05:00:00,4,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Pool', 'Free parking on premises', 'Hot tub', 'Family/kid friendly', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'TV', 'Children’s books and toys', 'Microwave', 'Coffee maker', 'Refrigerator', 'Accessible-height bed', 'Step-free access']",402.00,0.00,0.00,1,"KOLOA, KAUAI, HI, United States",United States,,Castle Kiahuna Plantation,100.0,10.0,10.0,10.0,10.0,10.0,8.0,100.0,8,17,44,230,,
1656256,Apartment em Copacabana,Apartment,Entire home/apt,Real Bed,1,1125,flexible,,,4,3.0,2.0,0,3.0,"['TV', 'Cable TV', 'Internet', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Washer']",1201.00,,0.00,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,,Heather,0.0,,,,,,,,30,60,90,365,,
1656539,West Village townhouse private suite incl bath,House,Private room,Real Bed,1,14,moderate,2013-09-18 04:00:00,2019-02-21 05:00:00,1,1.0,1.0,189,1.0,"['Internet', 'Wifi', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Indoor fireplace', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Host greets you']",139.00,200.00,0.00,1,"New York, NY, United States",United States,West Village,Ann,100.0,10.0,10.0,10.0,10.0,10.0,9.0,92.0,17,27,27,27,,
1656585,Sunny 1bd - Near SOHO Washington SQ,Apartment,Entire home/apt,Real Bed,4,29,strict_14_with_grace_period,2013-09-27 04:00:00,2019-01-02 05:00:00,2,1.0,1.0,25,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",226.00,100.00,0.00,2,"New York, NY, United States",United States,Greenwich Village,Molly,100.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,15,45,74,74,1600.00,
16595058,Experience Local Living in Well-Connected Beach Retreat,Apartment,Entire home/apt,Real Bed,32,1125,moderate,2017-03-29 04:00:00,2019-03-01 05:00:00,4,2.0,3.0,7,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Crib', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Beachfront', 'Paid parking on premises', 'Bedroom comforts', 'Bathroom essentials']",50.00,500.00,0.00,1,"Barcelona, Catalunya, Spain",Spain,Dreta de l'Eixample,Nu,100.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0,7,7,17,203,,
16602162,Spacious 1br/1bath apartment in CBD with city view,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2017-01-16 05:00:00,2017-03-11 05:00:00,4,1.0,1.0,6,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",200.00,,50.00,2,"Sydney, NSW, Australia",Australia,Haymarket,Angela,,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,0,0,0,,
16609607,Lovely sydney CBD heart studio with a balcony,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2017-04-20 04:00:00,2018-02-24 05:00:00,2,1.0,1.0,27,1.0,"['Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Handheld shower head']",108.00,,50.00,2,"Chippendale, NSW, Australia",Australia,,Linda,,9.0,8.0,10.0,10.0,10.0,9.0,90.0,0,0,0,0,,
16610404,Charming House with private garden and barbecue,Townhouse,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2017-06-11 04:00:00,2018-08-30 04:00:00,8,3.0,4.0,15,2.5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",100.00,0.00,0.00,1,"Porto, Porto, Portugal",Portugal,,Aida & Francisco,,9.0,9.0,10.0,9.0,8.0,9.0,93.0,0,0,0,109,,
1661373,"3 bedrooms, luxury condominium",Apartment,Entire home/apt,Real Bed,3,300,strict_14_with_grace_period,2013-11-21 05:00:00,2019-01-01 05:00:00,10,3.0,6.0,29,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Window guards', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Step-free access', 'Step-free access', 'Wide entryway']",298.00,500.00,25.00,6,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,Del Castilho,Gustavo,99.0,9.0,8.0,7.0,9.0,9.0,8.0,86.0,16,37,59,334,,
16614389,Newly Renovated Bedroom in Bushwick/Ridgewood,House,Private room,Real Bed,1,1125,moderate,,,2,3.0,3.0,0,1.0,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private living room']",73.00,,10.00,1,"Queens, NY, United States",United States,Ridgewood,Venice,,,,,,,,,0,0,0,0,,
16622489,Evimin bi odası,Apartment,Private room,Real Bed,1,1125,flexible,,,1,1.0,1.0,0,1.0,[''],148.00,,0.00,1,"İstanbul, TR, ist, Turkey",Turkey,,Candan,,,,,,,,,30,60,90,180,,
16623614,Beşiktaş'ta günlük haftalık kiralık oda,Apartment,Private room,Real Bed,1,5,flexible,,,2,1.0,1.0,0,1.0,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",100.00,,0.00,1,"Beşiktaş, İstanbul, Turkey",Turkey,,Beşiktaş,,,,,,,,,28,58,88,363,,
16635022,"Private 1 bedroom apartment in Redfern, Sydney",Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2017-02-18 05:00:00,2019-01-02 05:00:00,2,1.0,1.0,30,1.0,"['TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Bathtub', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",129.00,150.00,0.00,1,"Redfern, NSW, Australia",Australia,,Jess,100.0,10.0,9.0,10.0,10.0,10.0,10.0,97.0,5,6,26,301,,
16636716,Sunny cozy apartment in Sydney,Apartment,Private room,Real Bed,2,1125,moderate,2017-04-13 04:00:00,2017-04-13 04:00:00,2,1.0,1.0,1,1.0,"['TV', 'Cable TV', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",50.00,300.00,0.00,1,"Sydney Olympic Park, NSW, Australia",Australia,,Vicky,,10.0,10.0,10.0,10.0,10.0,,100.0,0,0,0,0,,
16651655,Self contained studio cabin (last minute standby),Cabin,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2017-01-20 05:00:00,2019-02-02 05:00:00,3,1.0,2.0,70,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Private entrance']",100.00,150.00,20.00,1,"Saint Peters, NSW, Australia",Australia,St Peters,Steven,100.0,10.0,9.0,10.0,10.0,10.0,9.0,91.0,0,0,0,0,,
16653189,Resort style living,House,Private room,Real Bed,15,1125,strict_14_with_grace_period,2017-01-29 05:00:00,2018-12-12 05:00:00,1,1.0,1.0,7,1.5,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Hot tub', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed']",39.00,,35.00,1,"Ewa Beach, HI, United States",United States,Ewa,Anthony,100.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0,30,60,90,90,,
16654584,Comfortable cottage near all Balmain's attractions,House,Entire home/apt,Real Bed,3,31,flexible,2017-04-30 04:00:00,2019-02-28 05:00:00,2,1.0,1.0,12,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Patio or balcony']",119.00,300.00,0.00,1,"Birchgrove, NSW, Australia",Australia,Balmain/Birchgrove,Paul,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,0,0,0,,
16661755,Granja Beach - Apartment,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2017-07-16 04:00:00,2018-09-09 04:00:00,4,2.0,3.0,19,3.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Baby bath', 'Changing table', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed']",65.00,500.00,15.00,4,"Arcozelo, Vila Nova de Gaia, Porto, Portugal",Portugal,,João,100.0,10.0,9.0,9.0,10.0,9.0,9.0,95.0,17,47,77,229,,
1668328,Quiet Williamsburg apartment,Apartment,Entire home/apt,Real Bed,2,365,moderate,2013-09-24 04:00:00,2019-01-01 05:00:00,2,1.0,1.0,183,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",99.00,0.00,20.00,2,"Brooklyn, NY, United States",United States,Williamsburg,Jae,87.0,9.0,10.0,10.0,9.0,9.0,9.0,93.0,9,21,49,72,,
16686102,LUX RIO 15 - Beachfront families and friends,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2017-04-19 04:00:00,2018-07-24 04:00:00,6,3.0,3.0,3,3.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",701.00,500.00,50.00,6,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,Copacabana,Alexander,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,0,0,0,,
16691106,Sunny cactus oasis in the middle of downtown.,Loft,Entire home/apt,Real Bed,3,18,moderate,,,2,1.0,1.0,0,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance']",125.00,200.00,7.00,2,"Montréal, Québec, Canada",Canada,Downtown Montreal,Loc & Marie,,,,,,,,,0,0,0,0,,
16697833,"Affordable, comfy and tidy room",Apartment,Private room,Real Bed,1,1125,flexible,2017-02-02 05:00:00,2017-02-02 05:00:00,1,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Smoking allowed', 'Elevator', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",251.00,,0.00,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,North Point,Katie,,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0,0,0,0,,
16701536,Luxury 4 Seasons Lodge,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2017-04-16 04:00:00,2019-01-02 05:00:00,4,2.0,2.0,6,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub']",47.00,300.00,5.00,2,"São Félix da Marinha, Porto, Portugal",Portugal,,Rui,100.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0,0,0,0,0,,
16703046,Apart. À Francos PurpleRoom - BG Apartments,Apartment,Entire home/apt,Real Bed,2,30,moderate,2017-06-03 04:00:00,2018-11-24 05:00:00,3,1.0,3.0,31,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Smart lock', 'Private entrance', 'Outlet covers', 'Window guards', 'Room-darkening shades', 'Hot water', 'Long term stays allowed']",40.00,,5.00,2,"Porto, Porto, Portugal",Portugal,,Vitor&Ana,96.0,9.0,10.0,9.0,9.0,9.0,9.0,92.0,15,45,71,341,,
16708536,Manly Apartment 100m from Wharf,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2017-01-11 05:00:00,2019-03-02 05:00:00,4,2.0,2.0,171,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Other']",203.00,,0.00,1,"Manly, NSW, Australia",Australia,Manly,Paul,100.0,9.0,9.0,10.0,10.0,10.0,9.0,92.0,6,12,20,88,,
16717755,"Upper part of a house,1500sf,3bd2bth, split level",Condominium,Entire home/apt,Real Bed,2,1095,strict_14_with_grace_period,2017-09-04 04:00:00,2017-10-09 04:00:00,9,3.0,4.0,2,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Flat path to front door', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Host greets you', 'Handheld shower head']",189.00,299.00,19.00,2,"Montréal-Ouest, Québec, Canada",Canada,Montréal-Ouest,Glen,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,30,60,90,365,,
16718904,1BR in Wan Chai,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,,,2,1.0,1.0,0,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",495.00,2000.00,0.00,1,"Wanchai, Hong Kong Island, Hong Kong",Hong Kong,,Nikki,,,,,,,,,0,0,0,0,,
16719714,Double Bed in the very middle of Barcelona,Apartment,Private room,Real Bed,1,5,moderate,2017-01-11 05:00:00,2018-06-06 04:00:00,2,1.0,1.0,18,1.0,"['Wifi', 'Kitchen', 'Breakfast', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",40.00,,0.00,1,"Barcelona, Catalunya, Spain",Spain,Camp d'en Grassot i Gràcia Nova,Vicente,,9.0,9.0,10.0,10.0,10.0,9.0,88.0,0,0,0,0,,
16733041,Cozy private room with amazing view,Apartment,Private room,Real Bed,6,1125,strict_14_with_grace_period,2017-01-26 05:00:00,2019-01-10 05:00:00,1,1.0,1.0,11,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Host greets you']",314.00,,0.00,1,"Tseung Kwan o, New Territories, Hong Kong",Hong Kong,,Winston,100.0,10.0,10.0,10.0,10.0,10.0,9.0,94.0,10,34,64,154,,
16744615,Duplex Penthouse with Unique Rooftop Deck,Apartment,Entire home/apt,Real Bed,3,60,moderate,2017-01-26 05:00:00,2017-11-17 05:00:00,3,1.0,1.0,12,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'Game console']",2496.00,,0.00,1,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,Sheung Wan,Gavin,,10.0,10.0,10.0,10.0,10.0,9.0,100.0,0,0,0,0,,
1676155,TÜYAP 8 pers 2+1,Apartment,Entire home/apt,Real Bed,2,30,moderate,,,8,3.0,6.0,0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Breakfast', 'Free street parking', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Window guards', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Step-free access', 'Wide entryway', 'Host greets you', 'Roll-in shower']",422.00,0.00,0.00,1,"Istanbul, Cumhuriyet mahalesi, Turkey",Turkey,Taksim,TC Marina,100.0,,,,,,,,28,58,88,363,,
16765282,Quarto individual,Apartment,Private room,Real Bed,2,1125,flexible,2017-02-20 05:00:00,2019-01-06 05:00:00,3,3.0,2.0,2,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Paid parking off premises', 'Smoking allowed', 'Gym', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Wide entryway', 'Host greets you', 'Lake access', 'Handheld shower head', 'Paid parking on premises']",101.00,,100.00,1,"Copacabana, Rio de Janeiro, Brazil",Brazil,Copacabana,Celi,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,23,53,83,358,,
16767007,Home sweet home.,Apartment,Entire home/apt,Real Bed,4,7,moderate,,,4,2.0,3.0,0,2.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",500.00,,0.00,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,,Carlos,0.0,,,,,,,,28,58,88,88,,
1676806,superiur clean room city center,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2014-08-18 04:00:00,2014-08-18 04:00:00,3,1.0,1.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Doorman', 'Heating', 'Family/kid friendly', 'Essentials', 'Shampoo']",316.00,,79.00,1,"Istanbul, Istanbul Province, Turkey",Turkey,Taksim,Rahman,,10.0,10.0,10.0,10.0,8.0,10.0,100.0,30,60,90,180,2109.00,8964.00
